muncod2;ufmun;VotBol2018;Obtos_100khabit
315090;MG-PIRANGUÇU;0,7169;164,4736842
315100;MG-PIRANGUINHO;0,6398;430,4327594
315110;MG-PIRAPETINGA;0,5045;204,6130952
315120;MG-PIRAPORA;0,6165;101,0136812
315130;MG-PIRAÚBA;0,5207;185,4083619
315140;MG-PITANGUI;0,7357;275,1080782
315150;MG-PIUMHI;0,6946;164,3077455
315160;MG-PLANURA;0,5707;222,5335861
315170;MG-POÇO FUNDO;0,6328;35,73342862
315180;MG-POÇOS DE CALDAS;0,6949;177,4225345
315190;MG-POCRANE;0,5279;83,0170778
315200;MG-POMPÉU;0,5213;106,8779077
315210;MG-PONTE NOVA;0,3947;284,5569281
315213;MG-PONTO CHIQUE;0,2363;258,1553626
315217;MG-PONTO DOS VOLANTES;0,346;115,5020213
315220;MG-PORTEIRINHA;0,3763;123,9909249
315230;MG-PORTO FIRME;0,3871;88,66034223
315240;MG-POTÉ;0,4358;102,6880097
315250;MG-POUSO ALEGRE;0,722;216,9341303
315260;MG-POUSO ALTO;0,6602;353,5353535
315270;MG-PRADOS;0,4732;166,0945632
315280;MG-PRATA;0,5289;308,7306146
315290;MG-PRATÁPOLIS;0,5915;209,2293386
315300;MG-PRATINHA;0,6528;55,50929781
315310;MG-PRESIDENTE BERNARDES;0,3527;149,0035388
315320;MG-PRESIDENTE JUSCELINO;0,3485;54,9299643
315330;MG-PRESIDENTE KUBITSCHEK;0,2051;66,62225183
315340;MG-PRESIDENTE OLEGÁRIO;0,5952;132,8360497
315350;MG-ALTO JEQUITIBÁ;0,6774;108,2120957
315360;MG-PRUDENTE DE MORAIS;0,6386;130,4388335
315370;MG-QUARTEL GERAL;0,5188;56,13247264
315380;MG-QUELUZITO;0,5393;206,291903
315390;MG-RAPOSOS;0,5143;183,4413599
315400;MG-RAUL SOARES;0,4663;210,4199983
315410;MG-RECREIO;0,4282;95,08414947
315415;MG-REDUTO;0,5263;55,91277607
315420;MG-RESENDE COSTA;0,5243;52,17391304
315430;MG-RESPLENDOR;0,6962;212,6803472
315440;MG-RESSAQUINHA;0,4044;166,3893511
315445;MG-RIACHINHO;0,3125;73,74631268
315450;MG-RIACHO DOS MACHADOS;0,2668;52,73705305
315460;MG-RIBEIRÃO DAS NEVES;0,5959;159,7692156
315470;MG-RIBEIRÃO VERMELHO;0,5523;173,5680635
315480;MG-RIO ACIMA;0,5509;261,8308766
315490;MG-RIO CASCA;0,4069;250,6635211
315500;MG-RIO DOCE;0,4284;306,51341
315510;MG-RIO DO PRADO;0,2099;58,25242718
315520;MG-RIO ESPERA;0,4222;146,1454147
315530;MG-RIO MANSO;0,5487;188,6145405
315540;MG-RIO NOVO;0,5029;156,4420606
315550;MG-RIO PARANAÍBA;0,5542;178,6729473
315560;MG-RIO PARDO DE MINAS;0,3522;16,17390179
315570;MG-RIO PIRACICABA;0,4604;167,3756887
315580;MG-RIO POMBA;0,4833;111,6694584
315590;MG-RIO PRETO;0,3902;36,5230095
315600;MG-RIO VERMELHO;0,3387;15,56904873
315610;MG-RITÁPOLIS;0,4733;217,2024327
315620;MG-ROCHEDO DE MINAS;0,5458;173,5357918
315630;MG-RODEIRO;0,5714;160,3156986
315640;MG-ROMARIA;0,4435;198,1318992
315645;MG-ROSÁRIO DA LIMEIRA;0,4069;65,30256857
315650;MG-RUBELITA;0,1917;16,68056714
315660;MG-RUBIM;0,2887;185,528757
315670;MG-SABARÁ;0,6161;121,0174265
315680;MG-SABINÓPOLIS;0,287;90,49773756
315690;MG-SACRAMENTO;0,6565;156,5781936
315700;MG-SALINAS;0,417;67,42601199
315710;MG-SALTO DA DIVISA;0,3518;228,2779284
315720;MG-SANTA BÁRBARA;0,4622;89,38832844
315725;MG-SANTA BÁRBARA DO LESTE;0,5446;270,0380508
315727;MG-SANTA BÁRBARA DO MONTE VERDE;0,4028;190,4761905
315730;MG-SANTA BÁRBARA DO TUGÚRIO;0,2861;0
315733;MG-SANTA CRUZ DE MINAS;0,6728;162,7150163
315737;MG-SANTA CRUZ DE SALINAS;0,1705;48,28585225
315740;MG-SANTA CRUZ DO ESCALVADO;0,3257;168,1378731
315750;MG-SANTA EFIGÊNIA DE MINAS;0,4161;181,4470401
315760;MG-SANTA FÉ DE MINAS;0,2391;52,00208008
315765;MG-SANTA HELENA DE MINAS;0,2532;94,25070688
315770;MG-SANTA JULIANA;0,5841;299,9357281
315780;MG-SANTA LUZIA;0,6238;164,2830414
315790;MG-SANTA MARGARIDA;0,4547;141,905232
315800;MG-SANTA MARIA DE ITABIRA;0,3758;276,574168
315810;MG-SANTA MARIA DO SALTO;0,3759;267,5840979
315820;MG-SANTA MARIA DO SUAÇUÍ;0,3781;102,6342798
315830;MG-SANTANA DA VARGEM;0,5556;56,33802817
315840;MG-SANTANA DE CATAGUASES;0,5539;25,82644628
315850;MG-SANTANA DE PIRAPAMA;0,4732;196,2836954
315860;MG-SANTANA DO DESERTO;0,3873;150,9054326
315870;MG-SANTANA DO GARAMBÉU;0,2997;81,36696501
315880;MG-SANTANA DO JACARÉ;0,6149;145,1980917
315890;MG-SANTANA DO MANHUAÇU;0,4032;57,6435324
315895;MG-SANTANA DO PARAÍSO;0,6892;253,8730058
315900;MG-SANTANA DO RIACHO;0,4845;69,84866123
315910;MG-SANTANA DOS MONTES;0,4701;0
315920;MG-SANTA RITA DE CALDAS;0,699;379,9307185
315930;MG-SANTA RITA DE JACUTINGA;0,4771;122,8501229
315935;MG-SANTA RITA DE MINAS;0,5981;194,1209096
315940;MG-SANTA RITA DE IBITIPOCA;0,3033;58,39416058
315950;MG-SANTA RITA DO ITUETO;0,6053;91,09127346
315960;MG-SANTA RITA DO SAPUCAÍ;0,8025;104,0221914
315970;MG-SANTA ROSA DA SERRA;0,502;29,85074627
315980;MG-SANTA VITÓRIA;0,4259;121,5682302
315990;MG-SANTO ANTÔNIO DO AMPARO;0,4128;86,36977058
316000;MG-SANTO ANTÔNIO DO AVENTUREIRO;0,4879;416,4353137
316010;MG-SANTO ANTÔNIO DO GRAMA;0,3492;204,5512657
316020;MG-SANTO ANTÔNIO DO ITAMBÉ;0,2535;26,0552371
316030;MG-SANTO ANTÔNIO DO JACINTO;0,4014;128,8659794
316040;MG-SANTO ANTÔNIO DO MONTE;0,7913;247,8490245
316045;MG-SANTO ANTÔNIO DO RETIRO;0,2023;13,74192662
316050;MG-SANTO ANTÔNIO DO RIO ABAIXO;0,3893;113,3144476
316060;MG-SANTO HIPÓLITO;0,2873;0
316070;MG-SANTOS DUMONT;0,4593;193,6025125
316080;MG-SÃO BENTO ABADE;0,5884;75,67158532
316090;MG-SÃO BRÁS DO SUAÇUÍ;0,4947;133,7613697
316095;MG-SÃO DOMINGOS DAS DORES;0,5296;159,4613749
316100;MG-SÃO DOMINGOS DO PRATA;0,4408;86,41050752
316105;MG-SÃO FÉLIX DE MINAS;0,5429;59,36479668
316110;MG-SÃO FRANCISCO;0,2884;47,9377874
316120;MG-SÃO FRANCISCO DE PAULA;0,4419;91,92584648
316130;MG-SÃO FRANCISCO DE SALES;0,3853;288,5540237
316140;MG-SÃO FRANCISCO DO GLÓRIA;0,3882;103,2204789
316150;MG-SÃO GERALDO;0,4278;153,6470969
316160;MG-SÃO GERALDO DA PIEDADE;0,459;277,6375568
316165;MG-SÃO GERALDO DO BAIXIO;0,4917;124,6261216
316170;MG-SÃO GONÇALO DO ABAETÉ;0,5157;131,1240911
316180;MG-SÃO GONÇALO DO PARÁ;0,6771;112,8031585
316190;MG-SÃO GONÇALO DO RIO ABAIXO;0,5236;210,6227106
316200;MG-SÃO GONÇALO DO SAPUCAÍ;0,6515;110,0239695
316210;MG-SÃO GOTARDO;0,7009;183,2586202
316220;MG-SÃO JOÃO BATISTA DO GLÓRIA;0,6772;281,7657319
316225;MG-SÃO JOÃO DA LAGOA;0,304;61,03763988
316230;MG-SÃO JOÃO DA MATA;0,7137;327,3917788
316240;MG-SÃO JOÃO DA PONTE;0,1976;67,55414266
316245;MG-SÃO JOÃO DAS MISSÕES;0,2231;46,10419548
316250;MG-SÃO JOÃO DEL REI;0,6297;160,9644546
316255;MG-SÃO JOÃO DO MANHUAÇU;0,4741;207,6304179
316257;MG-SÃO JOÃO DO MANTENINHA;0,5605;153,609831
316260;MG-SÃO JOÃO DO ORIENTE;0,5205;253,4009069
316265;MG-SÃO JOÃO DO PACUÍ;0,2244;45,2591084
316270;MG-SÃO JOÃO DO PARAÍSO;0,5343;71,97899907
316280;MG-SÃO JOÃO EVANGELISTA;0,3214;44,37682262
316290;MG-SÃO JOÃO NEPOMUCENO;0,5757;91,04358712
316292;MG-SÃO JOAQUIM DE BICAS;0,5262;285,0085503
316294;MG-SÃO JOSÉ DA BARRA;0,5692;121,1957985
316295;MG-SÃO JOSÉ DA LAPA;0,6323;147,2692081
316300;MG-SÃO JOSÉ DA SAFIRA;0,4415;187,4414246
316310;MG-SÃO JOSÉ DA VARGINHA;0,6196;19,98401279
316320;MG-SÃO JOSÉ DO ALEGRE;0,726;95,32888465
316330;MG-SÃO JOSÉ DO DIVINO;0,5567;77,72020725
316340;MG-SÃO JOSÉ DO GOIABAL;0,3624;166,0516605
316350;MG-SÃO JOSÉ DO JACURI;0,3403;30,99333643
316360;MG-SÃO JOSÉ DO MANTIMENTO;0,4726;71,65890362
316370;MG-SÃO LOURENÇO;0,7531;202,8309088
316380;MG-SÃO MIGUEL DO ANTA;0,3448;172,9605074
316390;MG-SÃO PEDRO DA UNIÃO;0,6075;150,2468341
316400;MG-SÃO PEDRO DOS FERROS;0,3613;115,6663668
316410;MG-SÃO PEDRO DO SUAÇUÍ;0,3941;57,18642775
316420;MG-SÃO ROMÃO;0,271;40,52849153
316430;MG-SÃO ROQUE DE MINAS;0,7533;170,1886257
316440;MG-SÃO SEBASTIÃO DA BELA VISTA;0,6548;163,5174419
316443;MG-SÃO SEBASTIÃO DA VARGEM ALEGRE;0,4225;66,51147323
316447;MG-SÃO SEBASTIÃO DO ANTA;0,531;137,2997712
316450;MG-SÃO SEBASTIÃO DO MARANHÃO;0,387;0
316460;MG-SÃO SEBASTIÃO DO OESTE;0,5525;88,56088561
316470;MG-SÃO SEBASTIÃO DO PARAÍSO;0,6499;260,7249563
316480;MG-SÃO SEBASTIÃO DO RIO PRETO;0,5299;132,8021248
316490;MG-SÃO SEBASTIÃO DO RIO VERDE;0,7009;178,4917448
316500;MG-SÃO TIAGO;0,5727;91,39932365
316510;MG-SÃO TOMÁS DE AQUINO;0,5966;256,3737359
316520;MG-SÃO THOMÉ DAS LETRAS;0,4113;14,10636197
316530;MG-SÃO VICENTE DE MINAS;0,5807;51,59293177
316540;MG-SAPUCAÍ-MIRIM;0,679;43,29004329
316550;MG-SARDOÁ;0,485;126,984127
316553;MG-SARZEDO;0,6517;198,4611627
316555;MG-SETUBINHA;0,1716;24,47381302
316556;MG-SEM-PEIXE;0,3208;113,9384732
316557;MG-SENADOR AMARAL;0,6351;112,0238984
316560;MG-SENADOR CORTES;0,4214;49,87531172
316570;MG-SENADOR FIRMINO;0,4009;89,60573477
316580;MG-SENADOR JOSÉ BENTO;0,6927;332,8894807
316590;MG-SENADOR MODESTINO GONÇALVES;0,3466;168,4311838
316600;MG-SENHORA DE OLIVEIRA;0,3299;86,41548566
316610;MG-SENHORA DO PORTO;0,4672;28,38489923
316620;MG-SENHORA DOS REMÉDIOS;0,4162;114,7337222
316630;MG-SERICITA;0,431;27,3000273
316640;MG-SERITINGA;0,5382;54,02485143
316650;MG-SERRA AZUL DE MINAS;0,297;0
316660;MG-SERRA DA SAUDADE;0,7261;0
316670;MG-SERRA DOS AIMORÉS;0,42;114,955742
316680;MG-SERRA DO SALITRE;0,6135;259,0226213
316690;MG-SERRANIA;0,5483;78,23705829
316695;MG-SERRANÓPOLIS DE MINAS;0,3125;41,83225267
316700;MG-SERRANOS;0,5166;0
316710;MG-SERRO;0,2819;76,31403224
316720;MG-SETE LAGOAS;0,6967;191,9553996
316730;MG-SILVEIRÂNIA;0,3376;88,45643521
316740;MG-SILVIANÓPOLIS;0,7184;128,2462328
316750;MG-SIMÃO PEREIRA;0,4829;382,4091778
316760;MG-SIMONÉSIA;0,4923;127,3366271
316770;MG-SOBRÁLIA;0,5313;216,0994057
316780;MG-SOLEDADE DE MINAS;0,6707;32,51503821
316790;MG-TABULEIRO;0,455;240
316800;MG-TAIOBEIRAS;0,653;82,03445447
316805;MG-TAPARUBA;0,4606;225,0803859
316810;MG-TAPIRA;0,7082;41,90236748
316820;MG-TAPIRAÍ;0,4604;0
316830;MG-TAQUARAÇU DE MINAS;0,6519;171,6948737
316840;MG-TARUMIRIM;0,5383;160,5472567
316850;MG-TEIXEIRAS;0,427;145,7850956
316860;MG-TEÓFILO OTONI;0,5465;182,0871742
316870;MG-TIMÓTEO;0,6932;325,0150264
316880;MG-TIRADENTES;0,5985;175,4166145
316890;MG-TIROS;0,7765;154,3209877
316900;MG-TOCANTINS;0,5687;240,1104508
316905;MG-TOCOS DO MOJI;0,5449;73,15288954
316910;MG-TOLEDO;0,7395;431,4477469
316920;MG-TOMBOS;0,4371;199,4515084
316930;MG-TRÊS CORAÇÕES;0,7173;202,5615863
316935;MG-TRÊS MARIAS;0,6045;148,3496106
316940;MG-TRÊS PONTAS;0,5666;177,9861136
316950;MG-TUMIRITINGA;0,4737;148,5442662
316960;MG-TUPACIGUARA;0,4768;331,6618628
316970;MG-TURMALINA;0,2957;70,12622721
316980;MG-TURVOLÂNDIA;0,5855;138,8888889
316990;MG-UBÁ;0,5891;219,8144558
317000;MG-UBAÍ;0,2319;7,97893561
317005;MG-UBAPORANGA;0,6077;272,6325074
317010;MG-UBERABA;0,6562;269,3366648
317020;MG-UBERLÂNDIA;0,6303;332,9933965
317030;MG-UMBURATIBA;0,2935;114,8985063
317040;MG-UNAÍ;0,6737;257,1760411
317043;MG-UNIÃO DE MINAS;0,3675;92,93680297
317047;MG-URUANA DE MINAS;0,4824;61,2745098
317050;MG-URUCÂNIA;0,4113;173,7787218
317052;MG-URUCUIA;0,2973;17,788319
317057;MG-VARGEM ALEGRE;0,5359;231,4814815
317060;MG-VARGEM BONITA;0,5987;92,89363679
317065;MG-VARGEM GRANDE DO RIO PARDO;0,5324;39,94407829
317070;MG-VARGINHA;0,7324;160,0790805
317075;MG-VARJÃO DE MINAS;0,5886;213,1893121
317080;MG-VÁRZEA DA PALMA;0,5508;151,9256577
317090;MG-VARZELÂNDIA;0,2522;129,3995859
317100;MG-VAZANTE;0,5774;271,9766877
317103;MG-VERDELÂNDIA;0,2355;64,13682523
317107;MG-VEREDINHA;0,286;0
317110;MG-VERÍSSIMO;0,5143;150,0375094
317115;MG-VERMELHO NOVO;0,4645;165,3234139
317120;MG-VESPASIANO;0,6119;96,39422889
317130;MG-VIÇOSA;0,4103;96,39043198
317140;MG-VIEIRAS;0,4217;138,5809313
317150;MG-MATHIAS LOBATO;0,4718;218,545114
317160;MG-VIRGEM DA LAPA;0,3373;29,0866783
317170;MG-VIRGÍNIA;0,5841;23,05741296
317180;MG-VIRGINÓPOLIS;0,4249;57,08848716
317190;MG-VIRGOLÂNDIA;0,3241;130,1115242
317200;MG-VISCONDE DO RIO BRANCO;0,5452;213,7956959
317210;MG-VOLTA GRANDE;0,3978;171,3632902
317220;MG-WENCESLAU BRAZ;0,7386;156,7398119
320010;ES-AFONSO CLÁUDIO;0,6357;179,8208331
320013;ES-ÁGUIA BRANCA;0,4151;601,5349513
320016;ES-ÁGUA DOCE DO NORTE;0,4698;308,5579454
320020;ES-ALEGRE;0,5826;156,2292248
320030;ES-ALFREDO CHAVES;0,7879;212,3142251
320035;ES-ALTO RIO NOVO;0,4609;267,9938744
320040;ES-ANCHIETA;0,6379;273,3827701
320050;ES-APIACÁ;0,5418;383,2430289
320060;ES-ARACRUZ;0,6281;201,5411974
320070;ES-ATILIO VIVACQUA;0,5747;217,8284182
320080;ES-BAIXO GUANDU;0,6425;222,5950061
320090;ES-BARRA DE SÃO FRANCISCO;0,5645;407,6147816
320100;ES-BOA ESPERANÇA;0,4864;239,4094567
320110;ES-BOM JESUS DO NORTE;0,5843;221,4170692
320115;ES-BREJETUBA;0,5437;104,8049016
320120;ES-CACHOEIRO DE ITAPEMIRIM;0,7527;243,0947687
320130;ES-CARIACICA;0,6041;322,0687937
320140;ES-CASTELO;0,7979;282,4106144
320150;ES-COLATINA;0,7235;262,8592886
320160;ES-CONCEIÇÃO DA BARRA;0,3928;157,7439397
320170;ES-CONCEIÇÃO DO CASTELO;0,7628;188,634756
320180;ES-DIVINO DE SÃO LOURENÇO;0,6241;162,6394052
320190;ES-DOMINGOS MARTINS;0,7673;177,2525849
320200;ES-DORES DO RIO PRETO;0,5546;148,1700993
320210;ES-ECOPORANGA;0,4606;248,6585525
320220;ES-FUNDÃO;0,5751;269,6545632
320225;ES-GOVERNADOR LINDENBERG;0,5164;157,3687938
320230;ES-GUAÇUÍ;0,6607;278,6147018
320240;ES-GUARAPARI;0,7206;296,3342651
320245;ES-IBATIBA;0,6815;287,5546354
320250;ES-IBIRAÇU;0,6551;248,4173411
320255;ES-IBITIRAMA;0,6263;123,7484531
320260;ES-ICONHA;0,6916;129,8701299
320265;ES-IRUPI;0,6867;261,6431188
320270;ES-ITAGUAÇU;0,5869;135,0774918
320280;ES-ITAPEMIRIM;0,6782;355,188075
320290;ES-ITARANA;0,6892;198,9578399
320300;ES-IÚNA;0,6891;229,7589246
320305;ES-JAGUARÉ;0,4212;141,0900023
320310;ES-JERÔNIMO MONTEIRO;0,6241;295,2755906
320313;ES-JOÃO NEIVA;0,6676;275,9779218
320316;ES-LARANJA DA TERRA;0,6384;82,21430529
320320;ES-LINHARES;0,6593;198,2080608
320330;ES-MANTENÓPOLIS;0,5937;267,1009772
320332;ES-MARATAÍZES;0,7077;431,1800307
320334;ES-MARECHAL FLORIANO;0,7082;275,5481011
320335;ES-MARILÂNDIA;0,6651;225,9798956
320340;ES-MIMOSO DO SUL;0,5031;168,2407372
320350;ES-MONTANHA;0,4473;276,1110816
320360;ES-MUCURICI;0,3859;162,9254164
320370;ES-MUNIZ FREIRE;0,6038;223,3037504
320380;ES-MUQUI;0,5629;323,6455434
320390;ES-NOVA VENÉCIA;0,5575;221,5126721
320400;ES-PANCAS;0,5455;142,3395445
320405;ES-PEDRO CANÁRIO;0,4181;190,9563092
320410;ES-PINHEIROS;0,411;269,9005435
320420;ES-PIÚMA;0,6556;331,6291281
320425;ES-PONTO BELO;0,3586;165,3312985
320430;ES-PRESIDENTE KENNEDY;0,6217;406,0825989
320435;ES-RIO BANANAL;0,5573;146,2828483
320440;ES-RIO NOVO DO SUL;0,7523;172,0874204
320450;ES-SANTA LEOPOLDINA;0,5679;196,3350785
320455;ES-SANTA MARIA DE JETIBÁ;0,7411;116,2474339
320460;ES-SANTA TERESA;0,7373;237,388724
320465;ES-SÃO DOMINGOS DO NORTE;0,508;231,5350776
320470;ES-SÃO GABRIEL DA PALHA;0,6152;181,8325559
320480;ES-SÃO JOSÉ DO CALÇADO;0,5123;521,0306934
320490;ES-SÃO MATEUS;0,5213;171,5016346
320495;ES-SÃO ROQUE DO CANAÃ;0,667;144,9859041
320500;ES-SERRA;0,5828;247,5314487
320501;ES-SOORETAMA;0,5087;149,6508148
320503;ES-VARGEM ALTA;0,7723;200,9158023
320506;ES-VENDA NOVA DO IMIGRANTE;0,8104;174,0712901
320510;ES-VIANA;0,5945;291,4147676
320515;ES-VILA PAVÃO;0,4823;173,7619461
320517;ES-VILA VALÉRIO;0,4423;220,1704545
320520;ES-VILA VELHA;0,6818;293,6185551
320530;ES-VITÓRIA;0,6319;316,2136113
330010;RJ-ANGRA DOS REIS;0,7431;211,9881247
330015;RJ-APERIBÉ;0,733;195,5948635
330020;RJ-ARARUAMA;0,7738;245,4682779
330022;RJ-AREAL;0,6796;318,167356
330023;RJ-ARMAÇÃO DOS BÚZIOS;0,7411;147,6232654
330025;RJ-ARRAIAL DO CABO;0,7473;102,145046
330030;RJ-BARRA DO PIRAÍ;0,6426;311,8337418
330040;RJ-BARRA MANSA;0,6672;280,8927835
330045;RJ-BELFORD ROXO;0,6888;119,3957401
330050;RJ-BOM JARDIM;0,6872;131,1666545
330060;RJ-BOM JESUS DO ITABAPOANA;0,654;204,8738408
330070;RJ-CABO FRIO;0,7607;266,1957841
330080;RJ-CACHOEIRAS DE MACACU;0,6769;147,6152502
330090;RJ-CAMBUCI;0,5985;193,4859723
330093;RJ-CARAPEBUS;0,6575;67,48052267
330095;RJ-COMENDADOR LEVY GASPARIAN;0,4922;256,9793248
330100;RJ-CAMPOS DOS GOYTACAZES;0,6487;239,7802769
330110;RJ-CANTAGALO;0,6739;79,31786635
330115;RJ-CARDOSO MOREIRA;0,6609;77,98487094
330120;RJ-CARMO;0,5334;195,8189997
330130;RJ-CASIMIRO DE ABREU;0,7551;253,4854246
330140;RJ-CONCEIÇÃO DE MACABU;0,6068;301,3604271
330150;RJ-CORDEIRO;0,6785;36,48636322
330160;RJ-DUAS BARRAS;0,6049;52,21023321
330170;RJ-DUQUE DE CAXIAS;0,6879;145,7161623
330180;RJ-ENGENHEIRO PAULO DE FRONTIN;0,6325;385,6591915
330185;RJ-GUAPIMIRIM;0,675;269,3458037
330187;RJ-IGUABA GRANDE;0,7844;346,167432
330190;RJ-ITABORAÍ;0,6602;267,6730731
330200;RJ-ITAGUAÍ;0,7497;230,7940971
330205;RJ-ITALVA;0,7402;138,0942987
330210;RJ-ITAOCARA;0,7668;305,5866403
330220;RJ-ITAPERUNA;0,7367;171,4717508
330225;RJ-ITATIAIA;0,6929;185,5054237
330227;RJ-JAPERI;0,6648;67,76878436
330230;RJ-LAJE DO MURIAÉ;0,4668;95,17335146
330240;RJ-MACAÉ;0,6499;238,0470016
330245;RJ-MACUCO;0,6135;142,8826576
330250;RJ-MAGÉ;0,6906;200,3501026
330260;RJ-MANGARATIBA;0,7636;256,364127
330270;RJ-MARICÁ;0,623;263,015874
330280;RJ-MENDES;0,635;236,3812184
330285;RJ-MESQUITA;0,7173;207,2650665
330290;RJ-MIGUEL PEREIRA;0,687;199,7024043
330300;RJ-MIRACEMA;0,5692;128,7995878
330310;RJ-NATIVIDADE;0,6402;117,516485
330320;RJ-NILÓPOLIS;0,7182;254,1773087
330330;RJ-NITERÓI;0,6246;331,9807471
330340;RJ-NOVA FRIBURGO;0,7283;307,4001605
330350;RJ-NOVA IGUAÇU;0,7248;178,9002445
330360;RJ-PARACAMBI;0,6962;199,0163997
330370;RJ-PARAÍBA DO SUL;0,6648;302,5855256
330380;RJ-PARATI;0,6977;150,5849647
330385;RJ-PATY DO ALFERES;0,6835;158,4500702
330390;RJ-PETRÓPOLIS;0,742;352,721014
330395;RJ-PINHEIRAL;0,5554;258,387661
330400;RJ-PIRAÍ;0,6179;228,8485842
330410;RJ-PORCIÚNCULA;0,5431;328,964822
330411;RJ-PORTO REAL;0,6659;162,576843
330412;RJ-QUATIS;0,612;174,8007272
330414;RJ-QUEIMADOS;0,6847;103,779296
330415;RJ-QUISSAMÃ;0,5681;267,2064777
330420;RJ-RESENDE;0,7428;306,8348802
330430;RJ-RIO BONITO;0,7326;305,6427634
330440;RJ-RIO CLARO;0,5886;264,4503211
330450;RJ-RIO DAS FLORES;0,4837;150,7970702
330452;RJ-RIO DAS OSTRAS;0,745;265,4738044
330455;RJ-RIO DE JANEIRO;0,6635;385,9707455
330460;RJ-SANTA MARIA MADALENA;0,6334;86,50519031
330470;RJ-SANTO ANTÔNIO DE PÁDUA;0,7132;277,784317
330475;RJ-SÃO FRANCISCO DE ITABAPOANA;0,711;158,7489634
330480;RJ-SÃO FIDÉLIS;0,7445;196,539864
330490;RJ-SÃO GONÇALO;0,6735;210,6303332
330500;RJ-SÃO JOÃO DA BARRA;0,644;49,85873359
330510;RJ-SÃO JOÃO DE MERITI;0,7146;201,0982079
330513;RJ-SÃO JOSÉ DE UBÁ;0,7106;69,72528239
330515;RJ-SÃO JOSÉ DO VALE DO RIO PRETO;0,8489;238,5868318
330520;RJ-SÃO PEDRO DA ALDEIA;0,806;220,1462537
330530;RJ-SÃO SEBASTIÃO DO ALTO;0,6108;181,6821631
330540;RJ-SAPUCAIA;0,6354;608,9532587
330550;RJ-SAQUAREMA;0,7602;253,4484692
330555;RJ-SEROPÉDICA;0,7182;199,2419088
330560;RJ-SILVA JARDIM;0,7156;91,85266832
330570;RJ-SUMIDOURO;0,7194;300,8385073
330575;RJ-TANGUÁ;0,6467;288,5540237
330580;RJ-TERESÓPOLIS;0,7899;397,0557631
330590;RJ-TRAJANO DE MORAIS;0,537;28,23263693
330600;RJ-TRÊS RIOS;0,5609;298,273923
330610;RJ-VALENÇA;0,5643;202,5534807
330615;RJ-VARRE-SAI;0,6643;45,45454545
330620;RJ-VASSOURAS;0,6342;300,8456201
330630;RJ-VOLTA REDONDA;0,6413;325,9929966
350010;SP-ADAMANTINA;0,827;213,870195
350020;SP-ADOLFO;0,7554;280,7411567
350030;SP-AGUAÍ;0,7129;198,3197907
350040;SP-ÁGUAS DA PRATA;0,7609;232,2738386
350050;SP-ÁGUAS DE LINDÓIA;0,8276;155,0387597
350055;SP-ÁGUAS DE SANTA BÁRBARA;0,7423;197,5308642
350060;SP-ÁGUAS DE SÃO PEDRO;0,7864;144,8855404
350070;SP-AGUDOS;0,7709;193,4755737
350075;SP-ALAMBARI;0,765;149,3775934
350080;SP-ALFREDO MARCONDES;0,6879;216,0345655
350090;SP-ALTAIR;0,611;240,3846154
350100;SP-ALTINÓPOLIS;0,6378;154,4735541
350110;SP-ALTO ALEGRE;0,7703;341,5467187
350115;SP-ALUMÍNIO;0,6813;203,9939875
350120;SP-ÁLVARES FLORENCE;0,7592;298,9942919
350130;SP-ÁLVARES MACHADO;0,7011;180,6140879
350140;SP-ÁLVARO DE CARVALHO;0,6321;172,1828965
350150;SP-ALVINLÂNDIA;0,6197;217,2563625
350160;SP-AMERICANA;0,7848;222,4568755
350170;SP-AMÉRICO BRASILIENSE;0,5826;192,573573
350180;SP-AMÉRICO DE CAMPOS;0,7595;368,5709499
350190;SP-AMPARO;0,8063;153,7502597
350200;SP-ANALÂNDIA;0,7866;60,06006006
350210;SP-ANDRADINA;0,7162;372,6577672
350220;SP-ANGATUBA;0,6609;229,9032821
350230;SP-ANHEMBI;0,7391;74,3604997
350240;SP-ANHUMAS;0,6997;97,20534629
350250;SP-APARECIDA;0,78;201,8972813
350260;SP-APARECIDA D'OESTE;0,5867;285,986654
350270;SP-APIAÍ;0,5873;266,6776073
350275;SP-ARAÇARIGUAMA;0,6932;205,6877124
350280;SP-ARAÇATUBA;0,7973;338,5511837
350290;SP-ARAÇOIABA DA SERRA;0,7719;149,3586364
350300;SP-ARAMINA;0,6117;177,9359431
350310;SP-ARANDU;0,6896;110,114834
350315;SP-ARAPEÍ;0,6036;81,00445525
350320;SP-ARARAQUARA;0,6357;166,8982344
350330;SP-ARARAS;0,8021;228,7016896
350335;SP-ARCO-ÍRIS;0,701;335,0083752
350340;SP-AREALVA;0,7551;116,8224299
350350;SP-AREIAS;0,4605;25,73340196
350360;SP-AREIÓPOLIS;0,6707;116,8119328
350370;SP-ARIRANHA;0,7524;165,4944146
350380;SP-ARTUR NOGUEIRA;0,7431;183,7965005
350390;SP-ARUJÁ;0,6948;269,4157463
350395;SP-ASPÁSIA;0,6426;219,5389682
350400;SP-ASSIS;0,7343;259,6133581
350410;SP-ATIBAIA;0,7848;153,4032404
350420;SP-AURIFLAMA;0,7115;395,0227138
350430;SP-AVAÍ;0,5838;166,5741255
350440;SP-AVANHANDAVA;0,6371;183,1636017
350450;SP-AVARÉ;0,7737;177,5963819
350460;SP-BADY BASSITT;0,7978;359,9588618
