muncod2;ufmun;VotBol2018;Obtos_100khabit
290610;BA-CANÁPOLIS;0,1806;41,19040264
290620;BA-CANARANA;0,1647;99,32762836
290630;BA-CANAVIEIRAS;0,3272;186,5011737
290640;BA-CANDEAL;0,1897;24,21893921
290650;BA-CANDEIAS;0,1525;165,3727778
290660;BA-CANDIBA;0,201;83,80473497
290670;BA-CÂNDIDO SALES;0,2239;178,6494105
290680;BA-CANSANÇÃO;0,1053;97,60578745
290682;BA-CANUDOS;0,1365;65,99472042
290685;BA-CAPELA DO ALTO ALEGRE;0,2428;128,8992008
290687;BA-CAPIM GROSSO;0,3208;65,2273172
290689;BA-CARAÍBAS;0,2126;22,34387219
290690;BA-CARAVELAS;0,2945;54,50581395
290700;BA-CARDEAL DA SILVA;0,0922;32,27541689
290710;BA-CARINHANHA;0,2959;65,47660073
290720;BA-CASA NOVA;0,1652;68,08486987
290730;BA-CASTRO ALVES;0,1414;118,0322875
290740;BA-CATOLÂNDIA;0,1944;27,95638803
290750;BA-CATU;0,2073;138,9295116
290755;BA-CATURAMA;0,1326;64,31557509
290760;BA-CENTRAL;0,1916;81,08421175
290770;BA-CHORROCHÓ;0,13;98,4163908
290780;BA-CÍCERO DANTAS;0,2101;76,88759034
290790;BA-CIPÓ;0,2741;34,68208092
290800;BA-COARACI;0,3297;253,0453716
290810;BA-COCOS;0,2912;58,58230814
290820;BA-CONCEIÇÃO DA FEIRA;0,2034;97,42704043
290830;BA-CONCEIÇÃO DO ALMEIDA;0,1557;115,9621963
290840;BA-CONCEIÇÃO DO COITÉ;0,3511;58,54800937
290850;BA-CONCEIÇÃO DO JACUÍPE;0,2568;78,42427533
290860;BA-CONDE;0,1929;42,57460231
290870;BA-CONDEÚBA;0,2901;98,56786688
290880;BA-CONTENDAS DO SINCORÁ;0,2049;122,9709788
290890;BA-CORAÇÃO DE MARIA;0,166;53,08560053
290900;BA-CORDEIROS;0,3475;58,04504295
290910;BA-CORIBE;0,2144;91,58799493
290920;BA-CORONEL JOÃO SÁ;0,121;88,07801195
290930;BA-CORRENTINA;0,2156;87,12698758
290940;BA-COTEGIPE;0,1663;108,8376143
290950;BA-CRAVOLÂNDIA;0,156;37,39016639
290960;BA-CRISÓPOLIS;0,139;47,38662749
290970;BA-CRISTÓPOLIS;0,2115;35,94536305
290980;BA-CRUZ DAS ALMAS;0,2981;74,32122583
290990;BA-CURAÇÁ;0,1408;69,16426513
291000;BA-DÁRIO MEIRA;0,1684;112,0448179
291005;BA-DIAS D'ÁVILA;0,2502;166,4837401
291010;BA-DOM BASÍLIO;0,1071;114,7635052
291020;BA-DOM MACEDO COSTA;0,2545;172,4987679
291030;BA-ELÍSIO MEDRADO;0,2101;73,87343019
291040;BA-ENCRUZILHADA;0,2362;88,20416324
291050;BA-ENTRE RIOS;0,1826;71,80469124
291060;BA-ESPLANADA;0,1945;80,56502941
291070;BA-EUCLIDES DA CUNHA;0,1552;72,62523727
291072;BA-EUNÁPOLIS;0,4941;144,6463221
291075;BA-FÁTIMA;0,1134;61,48686417
291077;BA-FEIRA DA MATA;0,3431;70,60900265
291080;BA-FEIRA DE SANTANA;0,3715;126,8556708
291085;BA-FILADÉLFIA;0,2089;152,6531111
291090;BA-FIRMINO ALVES;0,2702;178,0309774
291100;BA-FLORESTA AZUL;0,2534;169,3480102
291110;BA-FORMOSA DO RIO PRETO;0,2684;82,06009925
291120;BA-GANDU;0,3693;145,048298
291125;BA-GAVIÃO;0,2713;22,40645306
291130;BA-GENTIO DO OURO;0,1527;53,41404789
291140;BA-GLÓRIA;0,0936;111,6877998
291150;BA-GONGOGI;0,1611;112,2334456
291160;BA-GOVERNADOR MANGABEIRA;0,208;57,9094682
291165;BA-GUAJERU;0,127;57,66181346
291170;BA-GUANAMBI;0,3227;94,69584877
291180;BA-GUARATINGA;0,2604;196,7087272
291185;BA-HELIÓPOLIS;0,1094;46,04404881
291190;BA-IAÇU;0,1618;127,5457725
291200;BA-IBIASSUCÊ;0,3016;10,84128361
291210;BA-IBICARAÍ;0,3759;244,3635022
291220;BA-IBICOARA;0,2789;51,0960094
291230;BA-IBICUÍ;0,2488;92,60402519
291240;BA-IBIPEBA;0,1177;54,91186645
291250;BA-IBIPITANGA;0,2128;107,3681385
291260;BA-IBIQUERA;0,1311;148,3679525
291270;BA-IBIRAPITANGA;0,2347;145,4545455
291280;BA-IBIRAPUÃ;0,4696;173,6714137
291290;BA-IBIRATAIA;0,3245;228,5788924
291300;BA-IBITIARA;0,253;48,96260481
291310;BA-IBITITÁ;0,1303;128,5572372
291320;BA-IBOTIRAMA;0,2974;103,9848479
291330;BA-ICHU;0,1914;64,45375443
291340;BA-IGAPORÃ;0,1128;140,6649616
291345;BA-IGRAPIÚNA;0,211;105,8521095
291350;BA-IGUAÍ;0,299;111,4578689
291360;BA-ILHÉUS;0,3932;283,9946528
291370;BA-INHAMBUPE;0,1965;70,12974002
291380;BA-IPECAETÁ;0,1457;69,02740388
291390;BA-IPIAÚ;0,3138;152,5952085
291400;BA-IPIRÁ;0,1758;58,72975921
291410;BA-IPUPIARA;0,2713;30,41054232
291420;BA-IRAJUBA;0,1683;13,77410468
291430;BA-IRAMAIA;0,2131;93,7097341
291440;BA-IRAQUARA;0,0762;51,55456853
291450;BA-IRARÁ;0,1666;65,44051801
291460;BA-IRECÊ;0,2613;161,7169405
291465;BA-ITABELA;0,3257;179,8325922
291470;BA-ITABERABA;0,2505;176,7743336
291480;BA-ITABUNA;0,4869;272,0156831
291490;BA-ITACARÉ;0,2374;84,81764207
291500;BA-ITAETÉ;0,237;37,36920777
291510;BA-ITAGI;0,2781;145,7371873
291520;BA-ITAGIBÁ;0,2847;137,1836203
291530;BA-ITAGIMIRIM;0,3452;174,6979182
291535;BA-ITAGUAÇU DA BAHIA;0,1085;34,65243607
291540;BA-ITAJU DO COLÔNIA;0,4417;89,79347501
291550;BA-ITAJUÍPE;0,3113;244,0095652
291560;BA-ITAMARAJU;0,4481;181,43473
291570;BA-ITAMARI;0,2706;87,11885501
291580;BA-ITAMBÉ;0,293;78,09449434
291590;BA-ITANAGRA;0,1324;77,62769756
291600;BA-ITANHÉM;0,3875;149,4460191
291610;BA-ITAPARICA;0,1877;103,473097
291620;BA-ITAPÉ;0,3291;296,7697751
291630;BA-ITAPEBI;0,2362;175,4556974
291640;BA-ITAPETINGA;0,5369;152,3369273
291650;BA-ITAPICURU;0,1029;53,4067911
291660;BA-ITAPITANGA;0,2605;155,143993
291670;BA-ITAQUARA;0,2552;72,12405337
291680;BA-ITARANTIM;0,4034;86,08902618
291685;BA-ITATIM;0,2539;144,9575481
291690;BA-ITIRUÇU;0,2722;127,2264631
291700;BA-ITIÚBA;0,2456;80,35689545
291710;BA-ITORORÓ;0,3569;147,1886959
291720;BA-ITUAÇU;0,2907;100,2004008
291730;BA-ITUBERÁ;0,3164;153,8353961
291733;BA-IUIÚ;0,164;36,3834819
291735;BA-JABORANDI;0,213;83,48240906
291740;BA-JACARACI;0,2026;60,63872793
291750;BA-JACOBINA;0,2371;89,42099903
291760;BA-JAGUAQUARA;0,3009;97,38529666
291770;BA-JAGUARARI;0,2198;113,1963062
291780;BA-JAGUARIPE;0,1321;74,51564829
291790;BA-JANDAÍRA;0,1453;102,7173406
291800;BA-JEQUIÉ;0,3334;201,9670954
291810;BA-JEREMOABO;0,1419;96,38435114
291820;BA-JIQUIRIÇÁ;0,2101;110,0639747
291830;BA-JITAÚNA;0,254;205,9824467
291835;BA-JOÃO DOURADO;0,2974;158,8057805
291840;BA-JUAZEIRO;0,3028;139,3586732
291845;BA-JUCURUÇU;0,2349;120,5347359
291850;BA-JUSSARA;0,0689;45,79952892
291855;BA-JUSSARI;0,3673;137,1506943
291860;BA-JUSSIAPE;0,2308;113,1587456
291870;BA-LAFAIETE COUTINHO;0,1422;134,264232
291875;BA-LAGOA REAL;0,1065;44,68560485
291880;BA-LAJE;0,2479;83,89261745
291890;BA-LAJEDÃO;0,4063;151,7067004
291900;BA-LAJEDINHO;0,1375;26,43404705
291905;BA-LAJEDO DO TABOCAL;0,1791;116,7951413
291910;BA-LAMARÃO;0,1012;60,19020104
291915;BA-LAPÃO;0,1762;106,5275686
291920;BA-LAURO DE FREITAS;0,3434;210,1390849
291930;BA-LENÇÓIS;0,1369;122,7101411
291940;BA-LICÍNIO DE ALMEIDA;0,243;64,57862448
291950;BA-LIVRAMENTO DE NOSSA SENHORA;0,1946;111,5192863
291955;BA-LUÍS EDUARDO MAGALHÃES;0,588;93,69394074
291960;BA-MACAJUBA;0,2284;35,24850194
291970;BA-MACARANI;0,3804;117,3020528
291980;BA-MACAÚBAS;0,1808;34,11873319
291990;BA-MACURURÉ;0,132;63,90593047
291992;BA-MADRE DE DEUS;0,1841;161,1909164
291995;BA-MAETINGA;0,2693;189,8133502
292000;BA-MAIQUINIQUE;0,3881;89,00316456
292010;BA-MAIRI;0,2049;64,25358749
292020;BA-MALHADA;0,2444;106,856634
292030;BA-MALHADA DE PEDRAS;0,2416;107,2322173
292040;BA-MANOEL VITORINO;0,1389;181,2688822
292045;BA-MANSIDÃO;0,1418;21,98929854
292050;BA-MARACÁS;0,2051;259,1917059
292060;BA-MARAGOGIPE;0,1671;80,57837366
292070;BA-MARAÚ;0,1766;68,06028196
292080;BA-MARCIONÍLIO SOUZA;0,1591;67,26888334
292090;BA-MASCOTE;0,2606;137,4620171
292100;BA-MATA DE SÃO JOÃO;0,2192;109,4819999
292105;BA-MATINA;0,0821;32,78419802
292110;BA-MEDEIROS NETO;0,4094;193,9351199
292120;BA-MIGUEL CALMON;0,2585;69,16958076
292130;BA-MILAGRES;0,217;27,39726027
292140;BA-MIRANGABA;0,1634;43,62525902
292145;BA-MIRANTE;0,1739;69,43640782
292150;BA-MONTE SANTO;0,0899;64,75373346
292160;BA-MORPARÁ;0,2659;93,90773565
292170;BA-MORRO DO CHAPÉU;0,1861;56,47643521
292180;BA-MORTUGABA;0,4115;66,43414715
292190;BA-MUCUGÊ;0,2561;77,24564114
292200;BA-MUCURI;0,4088;117,370892
292205;BA-MULUNGU DO MORRO;0,0956;101,0193774
292210;BA-MUNDO NOVO;0,1673;26,14281446
292220;BA-MUNIZ FERREIRA;0,2015;40,42037187
292225;BA-MUQUÉM DE SÃO FRANCISCO;0,1778;61,68487839
292230;BA-MURITIBA;0,1698;68,02952481
292240;BA-MUTUÍPE;0,3098;85,50470276
292250;BA-NAZARÉ;0,2057;126,2050833
292260;BA-NILO PEÇANHA;0,2028;107,1658212
292265;BA-NORDESTINA;0,1422;190,4036558
292270;BA-NOVA CANAÃ;0,1782;103,2681327
292273;BA-NOVA FÁTIMA;0,2398;64,00409626
292275;BA-NOVA IBIÁ;0,3388;288,2718859
292280;BA-NOVA ITARANA;0,2009;85,09603696
292285;BA-NOVA REDENÇÃO;0,0878;32,90195218
292290;BA-NOVA SOURE;0,1099;77,93075296
292300;BA-NOVA VIÇOSA;0,4562;87,60604943
292303;BA-NOVO HORIZONTE;0,1951;32,29713363
292305;BA-NOVO TRIUNFO;0,1543;12,95336788
292310;BA-OLINDINA;0,1159;38,96701973
292320;BA-OLIVEIRA DOS BREJINHOS;0,1561;45,81901489
292330;BA-OURIÇANGAS;0,1607;70,06071929
292335;BA-OUROLÂNDIA;0,2742;74,49429832
292340;BA-PALMAS DE MONTE ALTO;0,1295;55,17241379
292350;BA-PALMEIRAS;0,1149;66,52622242
292360;BA-PARAMIRIM;0,1795;78,67820614
292370;BA-PARATINGA;0,1452;50
292380;BA-PARIPIRANGA;0,1669;68,9916865
292390;BA-PAU BRASIL;0,3639;203,438104
292400;BA-PAULO AFONSO;0,2082;129,0519774
292405;BA-PÉ DE SERRA;0,2977;44,18912947
292410;BA-PEDRÃO;0,0954;40,83299306
292420;BA-PEDRO ALEXANDRE;0,097;47,99904002
292430;BA-PIATÃ;0,2288;134,3222566
292440;BA-PILÃO ARCADO;0,1219;37,09198813
292450;BA-PINDAÍ;0,1706;30,7503075
292460;BA-PINDOBAÇU;0,2668;143,9205955
292465;BA-PINTADAS;0,3767;67,06908115
292467;BA-PIRAÍ DO NORTE;0,2291;89,79347501
292470;BA-PIRIPÁ;0,2412;56,03810591
292480;BA-PIRITIBA;0,2234;60,59381943
292490;BA-PLANALTINO;0,1288;96,54580562
292500;BA-PLANALTO;0,2524;106,6057491
292510;BA-POÇÕES;0,2418;119,476862
292520;BA-POJUCA;0,2238;96,15627926
292525;BA-PONTO NOVO;0,1828;26,82043717
292530;BA-PORTO SEGURO;0,4259;117,6976985
292540;BA-POTIRAGUÁ;0,337;124,5847176
292550;BA-PRADO;0,3779;106,4811528
292560;BA-PRESIDENTE DUTRA;0,1031;92,45806366
292570;BA-PRESIDENTE JÂNIO QUADROS;0,1664;72,94537202
292575;BA-PRESIDENTE TANCREDO NEVES;0,2895;126,2671814
292580;BA-QUEIMADAS;0,2038;129,7220803
292590;BA-QUIJINGUE;0,1728;47,13560551
292593;BA-QUIXABEIRA;0,3101;55,72893446
292595;BA-RAFAEL JAMBEIRO;0,2427;79,57207904
292600;BA-REMANSO;0,1571;129,2430745
292610;BA-RETIROLÂNDIA;0,1598;69,46373993
292620;BA-RIACHÃO DAS NEVES;0,1956;143,2472358
292630;BA-RIACHÃO DO JACUÍPE;0,142;122,6223232
292640;BA-RIACHO DE SANTANA;0,1239;87,51870359
292650;BA-RIBEIRA DO AMPARO;0,1001;47,97149123
292660;BA-RIBEIRA DO POMBAL;0,2383;87,34922965
292665;BA-RIBEIRÃO DO LARGO;0,2249;103,2346869
292670;BA-RIO DE CONTAS;0,2162;30,79528832
292680;BA-RIO DO ANTÔNIO;0,1511;58,55181836
292690;BA-RIO DO PIRES;0,2087;60,06006006
292700;BA-RIO REAL;0,2479;88,38259845
292710;BA-RODELAS;0,1389;32,15089487
292720;BA-RUY BARBOSA;0,2139;90,86778737
292730;BA-SALINAS DA MARGARIDA;0,1304;82,97695794
292740;BA-SALVADOR;0,3141;224,1372648
292750;BA-SANTA BÁRBARA;0,1827;86,57592227
292760;BA-SANTA BRÍGIDA;0,1161;119,6088088
292770;BA-SANTA CRUZ CABRÁLIA;0,3997;86,39930881
292780;BA-SANTA CRUZ DA VITÓRIA;0,3524;110,8471892
292790;BA-SANTA INÊS;0,127;94,06452827
292800;BA-SANTALUZ;0,2219;99,0682232
292805;BA-SANTA LUZIA;0,2967;166,7063587
292810;BA-SANTA MARIA DA VITÓRIA;0,2469;82,82093111
292820;BA-SANTANA;0,2706;56,36131359
292830;BA-SANTANÓPOLIS;0,1333;89,45544001
292840;BA-SANTA RITA DE CÁSSIA;0,2054;77,634272
292850;BA-SANTA TERESINHA;0,1537;57,66458433
292860;BA-SANTO AMARO;0,1398;116,5326541
292870;BA-SANTO ANTÔNIO DE JESUS;0,3351;127,078572
292880;BA-SANTO ESTÊVÃO;0,1575;79,47019868
292890;BA-SÃO DESIDÉRIO;0,2528;94,83729477
292895;BA-SÃO DOMINGOS;0,2303;99,35968205
292900;BA-SÃO FÉLIX;0,1496;47,48982361
292905;BA-SÃO FÉLIX DO CORIBE;0,3193;90,96225067
292910;BA-SÃO FELIPE;0,2442;80,66812186
292920;BA-SÃO FRANCISCO DO CONDE;0,1282;125,621828
292925;BA-SÃO GABRIEL;0,0874;53,21130208
292930;BA-SÃO GONÇALO DOS CAMPOS;0,1829;71,90412783
292935;BA-SÃO JOSÉ DA VITÓRIA;0,3121;141,4177126
292937;BA-SÃO JOSÉ DO JACUÍPE;0,1655;19,11680367
292940;BA-SÃO MIGUEL DAS MATAS;0,2049;59,95717345
292950;BA-SÃO SEBASTIÃO DO PASSÉ;0,13;187,3589165
292960;BA-SAPEAÇU;0,205;80,46901943
292970;BA-SÁTIRO DIAS;0,169;40,52567591
292975;BA-SAUBARA;0,2013;141,1608403
292980;BA-SAÚDE;0,1832;23,23240146
292990;BA-SEABRA;0,1239;115,6698646
293000;BA-SEBASTIÃO LARANJEIRAS;0,2312;61,22092006
293010;BA-SENHOR DO BONFIM;0,3272;88,5907739
293015;BA-SERRA DO RAMALHO;0,1739;54,01626843
293020;BA-SENTO SÉ;0,2129;66,36515584
293030;BA-SERRA DOURADA;0,3601;51,76578857
293040;BA-SERRA PRETA;0,1365;127,7053367
293050;BA-SERRINHA;0,2186;97,69851968
293060;BA-SERROLÂNDIA;0,2438;74,64357692
293070;BA-SIMÕES FILHO;0,2653;141,3932444
293075;BA-SÍTIO DO MATO;0,1906;38,42606824
293076;BA-SÍTIO DO QUINTO;0,1372;70,09813739
293077;BA-SOBRADINHO;0,2145;185,4167565
293080;BA-SOUTO SOARES;0,0884;117,7925673
293090;BA-TABOCAS DO BREJO VELHO;0,1577;47,93097939
293100;BA-TANHAÇU;0,2478;68,61736019
293105;BA-TANQUE NOVO;0,146;46,06702753
293110;BA-TANQUINHO;0,1918;138,9239707
293120;BA-TAPEROÁ;0,2025;142,3555092
293130;BA-TAPIRAMUTÁ;0,1822;23,51557907
293135;BA-TEIXEIRA DE FREITAS;0,5097;152,6603401
293140;BA-TEODORO SAMPAIO;0,0926;94,27609428
293150;BA-TEOFILÂNDIA;0,1128;66,61337597
293160;BA-TEOLÂNDIA;0,2396;46,84467644
293170;BA-TERRA NOVA;0,1398;161,1294407
293180;BA-TREMEDAL;0,193;60,99792607
293190;BA-TUCANO;0,1577;82,86148322
293200;BA-UAUÁ;0,1186;169,1419142
293210;BA-UBAÍRA;0,2704;70,36943956
293220;BA-UBAITABA;0,3126;178,4214945
293230;BA-UBATÃ;0,3261;122,0639911
293240;BA-UIBAÍ;0,2277;79,21077267
293245;BA-UMBURANAS;0,2294;26,01186141
293250;BA-UNA;0,3308;168,403326
293260;BA-URANDI;0,1718;36,01872974
293270;BA-URUÇUCA;0,362;297,2854428
293280;BA-UTINGA;0,1862;62,57169674
293290;BA-VALENÇA;0,307;118,0588637
293300;BA-VALENTE;0,3277;70,24198363
293305;BA-VÁRZEA DA ROÇA;0,1839;56,72149745
293310;BA-VÁRZEA DO POÇO;0,249;43,62050164
293315;BA-VÁRZEA NOVA;0,1845;70,88288572
293317;BA-VARZEDO;0,2726;56,57388549
293320;BA-VERA CRUZ;0,2142;122,6199014
293325;BA-VEREDA;0,3043;273,9726027
293330;BA-VITÓRIA DA CONQUISTA;0,4193;143,2876389
293340;BA-WAGNER;0,2213;64,20545746
293345;BA-WANDERLEY;0,2679;98,05523778
293350;BA-WENCESLAU GUIMARÃES;0,2431;94,78223781
293360;BA-XIQUE-XIQUE;0,202;107,566207
310010;MG-ABADIA DOS DOURADOS;0,5376;200,3147804
310020;MG-ABAETÉ;0,6387;111,8905194
310030;MG-ABRE CAMPO;0,4519;111,4910064
310040;MG-ACAIACA;0,3622;250,3755633
310050;MG-AÇUCENA;0,466;263,9915523
310060;MG-ÁGUA BOA;0,3425;50,96468875
310070;MG-ÁGUA COMPRIDA;0,6533;400,2001001
310080;MG-AGUANIL;0,5643;178,3325903
310090;MG-ÁGUAS FORMOSAS;0,4393;161,3994898
310100;MG-ÁGUAS VERMELHAS;0,284;51,70248911
310110;MG-AIMORÉS;0,6206;222,5136091
310120;MG-AIURUOCA;0,5498;99,95002499
310130;MG-ALAGOA;0,716;186,9857891
310140;MG-ALBERTINA;0,8012;232,7901563
310150;MG-ALÉM PARAÍBA;0,5052;381,7657372
310160;MG-ALFENAS;0,6831;187,5093755
310163;MG-ALFREDO VASCONCELOS;0,4957;159,258723
310170;MG-ALMENARA;0,2993;100,2482337
310180;MG-ALPERCATA;0,5142;202,0474138
310190;MG-ALPINÓPOLIS;0,5889;100,7404423
310200;MG-ALTEROSA;0,608;214,2955897
310205;MG-ALTO CAPARAÓ;0,7486;136,822302
310210;MG-ALTO RIO DOCE;0,3141;209,0909091
310220;MG-ALVARENGA;0,4912;102,380343
310230;MG-ALVINÓPOLIS;0,3677;118,3976847
310240;MG-ALVORADA DE MINAS;0,2564;27,73155851
310250;MG-AMPARO DO SERRA;0,2743;106,0895396
310260;MG-ANDRADAS;0,7778;206,9284514
310270;MG-CACHOEIRA DE PAJEÚ;0,3421;84,99787505
310280;MG-ANDRELÂNDIA;0,5466;57,26439791
310285;MG-ANGELÂNDIA;0,4338;11,7370892
310290;MG-ANTÔNIO CARLOS;0,4347;87,3743993
310300;MG-ANTÔNIO DIAS;0,5175;236,1021678
310310;MG-ANTÔNIO PRADO DE MINAS;0,4938;312,8911139
310320;MG-ARAÇAÍ;0,557;0
310330;MG-ARACITABA;0,4044;387,7847794
310340;MG-ARAÇUAÍ;0,3999;87,17445788
310350;MG-ARAGUARI;0,6863;303,5807175
310360;MG-ARANTINA;0,392;107,3345259
310370;MG-ARAPONGA;0,2268;71,09847138
310375;MG-ARAPORÃ;0,5802;363,9539962
310380;MG-ARAPUÁ;0,7145;70,5716302
310390;MG-ARAÚJOS;0,7199;97,05596894
310400;MG-ARAXÁ;0,6361;145,9111919
310410;MG-ARCEBURGO;0,6859;213,5165243
310420;MG-ARCOS;0,6372;264,3918986
310430;MG-AREADO;0,715;106,1712011
310440;MG-ARGIRITA;0,3732;183,3516685
310445;MG-ARICANDUVA;0,2847;0
310450;MG-ARINOS;0,3671;72,72727273
310460;MG-ASTOLFO DUTRA;0,5607;126,9483038
310470;MG-ATALÉIA;0,2982;62,16972334
310480;MG-AUGUSTO DE LIMA;0,4351;164,3047854
310490;MG-BAEPENDI;0,7093;62,66973052
310500;MG-BALDIM;0,5735;191,6687963
310510;MG-BAMBUÍ;0,4988;71,34164254
310520;MG-BANDEIRA;0,2029;187,6955162
310530;MG-BANDEIRA DO SUL;0,7109;191,4375218
310540;MG-BARÃO DE COCAIS;0,5425;178,5439434
310550;MG-BARÃO DE MONTE ALTO;0,3929;148,2304984
310560;MG-BARBACENA;0,5233;152,9352647
310570;MG-BARRA LONGA;0,3187;175,4044046
310590;MG-BARROSO;0,502;158,5776069
310600;MG-BELA VISTA DE MINAS;0,442;195,0268162
310610;MG-BELMIRO BRAGA;0,3445;87,48906387
310620;MG-BELO HORIZONTE;0,6559;194,9786431
310630;MG-BELO ORIENTE;0,5631;217,2284644
310640;MG-BELO VALE;0,5046;129,617628
310650;MG-BERILO;0,2403;8,380824673
310660;MG-BERTÓPOLIS;0,3184;0
310665;MG-BERIZAL;0,2679;21,11932418
310670;MG-BETIM;0,6203;226,0208495
310680;MG-BIAS FORTES;0,2928;88,78366381
310690;MG-BICAS;0,5366;241,4792328
310700;MG-BIQUINHAS;0,556;39,76143141
310710;MG-BOA ESPERANÇA;0,6318;221,7957983
310720;MG-BOCAINA DE MINAS;0,5433;137,524558
310730;MG-BOCAIÚVA;0,333;100,0420176
310740;MG-BOM DESPACHO;0,7487;128,4458058
310750;MG-BOM JARDIM DE MINAS;0,5078;46,33920297
310760;MG-BOM JESUS DA PENHA;0,7123;213,4218639
310770;MG-BOM JESUS DO AMPARO;0,4506;98,63554167
310780;MG-BOM JESUS DO GALHO;0,5016;174,0877134
310790;MG-BOM REPOUSO;0,5851;180,1460131
310800;MG-BOM SUCESSO;0,5873;28,40424928
310810;MG-BONFIM;0,5427;189,2836342
310820;MG-BONFINÓPOLIS DE MINAS;0,4219;218,459858
310825;MG-BONITO DE MINAS;0,1538;0
310830;MG-BORDA DA MATA;0,7305;190,6037503
310840;MG-BOTELHOS;0,5095;120,2324494
310850;MG-BOTUMIRIM;0,2399;47,47586643
310855;MG-BRASILÂNDIA DE MINAS;0,4067;78,60684484
310860;MG-BRASÍLIA DE MINAS;0,3119;21,64033759
310870;MG-BRÁS PIRES;0,4498;138,4721902
310880;MG-BRAÚNAS;0,6994;145,8029577
310890;MG-BRASÓPOLIS;0,4728;193,6510132
310900;MG-BRUMADINHO;0,6303;177,0441114
310910;MG-BUENO BRANDÃO;0,7431;199,9818198
310920;MG-BUENÓPOLIS;0,4299;96,47853353
310925;MG-BUGRE;0,6131;301,3561025
310930;MG-BURITIS;0,5607;124,7936879
310940;MG-BURITIZEIRO;0,4199;103,3646992
310945;MG-CABECEIRA GRANDE;0,5747;71,95279896
310950;MG-CABO VERDE;0,5111;35,52397869
310960;MG-CACHOEIRA DA PRATA;0,599;249,7918401
310970;MG-CACHOEIRA DE MINAS;0,746;69,28206461
310980;MG-CACHOEIRA DOURADA;0,3501;74,29420505
310990;MG-CAETANÓPOLIS;0,6956;111,8375774
311000;MG-CAETÉ;0,614;98,39438258
311010;MG-CAIANA;0,3888;127,3653566
311020;MG-CAJURI;0,3295;50,16302985
311030;MG-CALDAS;0,6839;151,9337017
311040;MG-CAMACHO;0,4217;34,47087211
311050;MG-CAMANDUCAIA;0,6981;238,8608176
311060;MG-CAMBUÍ;0,7009;152,2791107
311070;MG-CAMBUQUIRA;0,6588;124,8634306
311080;MG-CAMPANÁRIO;0,3786;80,62348831
311090;MG-CAMPANHA;0,7681;162,0162016
311100;MG-CAMPESTRE;0,7197;128,2355735
311110;MG-CAMPINA VERDE;0,5712;126,6143327
311115;MG-CAMPO AZUL;0,2044;0
311120;MG-CAMPO BELO;0,6935;255,4183864
311130;MG-CAMPO DO MEIO;0,4791;120,1201201
311140;MG-CAMPO FLORIDO;0,5218;73,61059993
311150;MG-CAMPOS ALTOS;0,6295;103,4861911
311160;MG-CAMPOS GERAIS;0,6189;97,31007159
311170;MG-CANAÃ;0,2911;21,91540653
311180;MG-CANÁPOLIS;0,438;148,1481481
311190;MG-CANA VERDE;0,5673;89,23790826
311200;MG-CANDEIAS;0,603;100,7658202
311205;MG-CANTAGALO;0,3453;22,09944751
311210;MG-CAPARAÓ;0,5589;91,94556822
311220;MG-CAPELA NOVA;0,4139;85,96604341
311230;MG-CAPELINHA;0,4546;60,87232691
311240;MG-CAPETINGA;0,6094;260,1156069
311250;MG-CAPIM BRANCO;0,6801;143,5308591
311260;MG-CAPINÓPOLIS;0,471;216,4100662
311265;MG-CAPITÃO ANDRADE;0,5591;310,8997805
311270;MG-CAPITÃO ENÉAS;0,3195;91,89969804
311280;MG-CAPITÓLIO;0,6521;324,3744208
311290;MG-CAPUTIRA;0,4047;139,815014
311300;MG-CARAÍ;0,2396;59,10914081
311310;MG-CARANAÍBA;0,5137;125,6676092
311320;MG-CARANDAÍ;0,529;137,2495196
311330;MG-CARANGOLA;0,5258;227,2727273
311340;MG-CARATINGA;0,6206;245,4867372
311350;MG-CARBONITA;0,4015;10,63264221
311360;MG-CAREAÇU;0,638;103,5962705
311370;MG-CARLOS CHAGAS;0,4329;143,3349259
311380;MG-CARMÉSIA;0,4697;0
311390;MG-CARMO DA CACHOEIRA;0,4973;57,51848809
311400;MG-CARMO DA MATA;0,5168;43,56918787
311410;MG-CARMO DE MINAS;0,6038;107,6788478
311420;MG-CARMO DO CAJURU;0,6182;133,4638313
311430;MG-CARMO DO PARANAÍBA;0,7406;276,962643
311440;MG-CARMO DO RIO CLARO;0,6388;164,8998822
311450;MG-CARMÓPOLIS DE MINAS;0,5852;160,165332
311455;MG-CARNEIRINHO;0,4774;239,3537449
311460;MG-CARRANCAS;0,5025;123,5483074
311470;MG-CARVALHÓPOLIS;0,6348;83,82229673
311480;MG-CARVALHOS;0,5736;44,66279589
311490;MG-CASA GRANDE;0,5652;177,2264067
311500;MG-CASCALHO RICO;0,5805;97,56097561
311510;MG-CÁSSIA;0,5889;152,1984216
311520;MG-CONCEIÇÃO DA BARRA DE MINAS;0,5322;50,58168943
311530;MG-CATAGUASES;0,4495;243,6004952
311535;MG-CATAS ALTAS;0,5351;223,2142857
311540;MG-CATAS ALTAS DA NORUEGA;0,4229;109,8599286
311545;MG-CATUJI;0,2691;63,38139756
311547;MG-CATUTI;0,2412;60,16847172
311550;MG-CAXAMBU;0,5796;101,5884743
311560;MG-CEDRO DO ABAETÉ;0,6609;0
311570;MG-CENTRAL DE MINAS;0,5742;355,5176337
